id;name;ac;hp;bab;attacks;color_metal;color_minor;color_major;color_skin;color_leather;color_armor;color_hair;str;dex;con;int;wis;cha;race
63GRDMP;Guard;15;110;16;3;30;37;67;15;23;28;0;20;18;16;11;13;10;7
63INSTRC;Instructor;26;96;13;3;30;37;57;12;23;28;0;21;10;17;14;14;14;164
63INVSTK;Invisible Stalker;17;64;10;2;30;37;57;14;23;28;0;18;19;14;14;15;11;152
63ISAIR;Isair;30;360;0;0;0;0;46;0;0;0;0;18;22;16;22;24;24;164
63ISAIR2;Isair;30;360;0;0;0;0;46;0;0;0;0;18;22;16;22;24;24;164
63ISARN;Isair;26;280;18;3;0;0;46;0;0;0;0;18;22;16;22;24;24;164
63ISARN2;Isair;26;280;18;3;0;0;46;0;0;0;0;18;22;16;22;14;24;164
63JAE;Jaebrilla;10;8;0;1;29;31;57;12;23;22;4;9;9;9;9;9;9;1
63JERRE;Jerre Stoh;12;25;5;1;26;50;57;12;22;2;4;12;14;12;10;12;15;255
63KAV;Kav Lathram;16;34;7;2;100;15;55;9;92;98;0;10;10;10;17;12;12;1
63KEG;Empty Food Keg;0;8;0;1;30;37;40;12;23;28;0;9;9;9;9;9;9;190
63KNTXVM;Slayer Knight of Xvim;15;126;15;2;47;66;47;112;29;47;19;20;16;18;10;18;15;164
63MADAE;Madae;30;380;0;0;0;0;47;0;0;0;0;20;20;18;15;24;24;164
63MADAE2;Madae;30;380;0;0;0;0;47;0;0;0;0;20;20;18;15;24;24;164
63MADAN;Madae;28;280;20;3;0;0;47;0;0;0;0;20;20;18;15;24;24;164
63MADAN2;Madae;28;280;20;3;0;0;47;0;0;0;0;20;20;18;15;24;24;164
63MNKF;Monk;12;112;0;0;30;47;66;5;66;28;0;14;18;12;10;20;10;1
63MNKFH;Monk;12;112;0;0;30;47;66;5;66;28;0;14;18;12;10;20;10;1
63MNKM;Monk;12;112;0;0;30;47;66;14;66;28;0;14;18;12;10;20;10;1
63MNKMH;Monk;12;112;0;0;30;47;66;14;66;28;0;14;18;12;10;20;10;1
63MOURN;Mourn T'orgh;18;40;5;2;30;59;61;8;29;28;5;12;19;10;19;10;13;183
63MW1;Worker;10;8;0;1;24;14;39;12;22;93;1;9;9;9;9;9;9;1
63MW2;Worker;10;8;0;1;24;14;50;12;22;93;5;9;9;9;9;9;9;1
63MW3;Worker;10;8;0;1;100;14;72;12;22;93;0;9;9;9;9;9;9;1
63MW4;Worker;10;8;0;1;100;52;56;12;22;93;2;9;9;9;9;9;9;1
63NABI;Nabassu;22;110;7;3;30;37;25;12;23;28;0;18;18;18;14;12;9;255
63ORRICF;Orrick the Grey;30;95;15;3;30;37;63;12;23;28;5;15;15;12;22;15;12;1
63PFIN;Pfinik'millillin;22;82;0;0;30;37;57;12;23;28;0;21;12;17;14;14;14;164
63PFINH;Pfinik'millillin;22;110;0;0;30;37;57;12;23;28;0;24;12;17;14;14;14;164
63PFINN;Pfinik'millillin;22;96;0;0;30;37;57;12;23;28;0;22;12;17;14;14;14;164
63PHAEN;Phaen Xyltin;20;65;7;2;30;44;66;8;23;28;0;14;16;12;12;16;10;183
63PITFND;Gelugon;25;160;17;3;30;37;57;14;23;28;0;24;18;18;18;16;3;164
63PREC;Precious;16;110;10;4;30;37;67;12;23;28;0;19;13;17;4;13;10;186
63RIKI;Riki;23;82;11;3;29;63;66;0;23;29;5;13;19;10;19;13;17;183
63ROGA;Roga Thulc;10;8;0;1;98;25;57;12;93;100;0;14;10;16;10;12;10;4
63RUINL;Ruinlord;14;162;13;3;0;0;55;0;0;0;0;24;17;16;12;19;6;160
63SAABL;Saablic Tan;24;160;0;0;33;62;47;9;96;28;6;10;15;10;24;16;9;1
63SABASH;Red Abishai;18;36;6;4;30;37;57;12;23;28;0;17;17;17;12;14;16;164
63SBARGH;Barghest Whelp;18;200;0;0;30;37;104;12;23;28;0;24;15;16;18;18;18;164
63SERAK;Serak;20;60;10;2;30;37;57;12;23;28;0;18;15;18;12;13;12;1
63SLAVEA;Worker;0;8;0;0;100;57;57;12;94;92;0;3;3;3;3;3;3;1
63SLAVES;Worker;0;8;0;0;100;57;57;12;94;92;0;9;9;9;9;9;9;1
63SPLMR;Spectral Lemure;18;62;14;2;30;37;104;12;23;28;0;15;18;15;4;6;9;167
63SSKXVM;Slayer Knight of Xvim;15;126;15;2;47;66;47;112;29;47;19;20;16;18;10;18;15;164
63SSPLMR;Spectral Lemure Slave;18;62;0;0;30;37;104;12;23;28;0;15;18;15;4;6;9;164
63SWLMR;Wight Lemure Slave;15;62;0;0;30;37;57;12;23;28;0;15;18;15;4;6;9;164
63TASHA;Tasha;20;53;9;2;100;63;46;9;46;98;0;10;10;8;17;12;12;1
63THAYMF;Thayvian Mage;20;53;9;2;100;63;46;9;46;98;9;10;10;8;20;12;12;1
63THAYMM;Thayvian Mage;20;53;9;2;100;63;46;9;47;98;1;10;10;8;20;12;12;1
63TILZEN;Tilzen Ghaun;18;35;7;2;30;39;43;8;23;28;5;12;20;12;14;11;14;183
63TUTU;Tutup'limbobo;18;60;0;0;30;37;57;12;23;28;0;20;17;17;12;14;16;164
63TUTUH;Tutup'limbobo;18;88;0;0;30;37;57;12;23;28;0;20;18;17;12;14;16;164
63TUTUN;Tutup'limbobo;18;74;0;0;30;37;57;12;23;28;0;20;17;17;12;14;16;164
63VASHTI;Vashti Zerran;12;25;5;1;26;50;57;12;22;2;3;9;9;9;9;9;9;1
63VESE;Vese Nejj;23;92;9;2;30;0;46;9;22;30;9;13;14;12;19;15;18;1
63VYLU;Vylu Prehv;16;74;9;2;100;40;42;10;23;100;67;18;14;16;16;10;10;1
63WANMOK;Wanmok;23;196;0;0;33;66;88;11;23;33;6;24;16;18;12;15;9;160
63WLMR;Wight Lemure;17;62;14;2;30;37;57;12;23;28;0;15;18;15;4;6;9;167
63XAVIER;Xavier Torsend;16;49;8;1;30;38;92;12;22;23;3;12;10;10;16;14;14;1
63YSHA;Ysha;10;8;0;1;100;33;45;12;22;93;0;9;9;9;9;9;9;1
63YXBU;Yxbudur'zmutkimdu;23;114;17;3;30;37;67;14;23;28;0;24;12;21;22;22;22;164
63YXBUH;Yxbudur'zmutkimdu;23;204;0;0;30;37;67;14;23;28;0;26;14;22;22;22;22;164
63YXBUN;Yxbudur'zmutkimdu;23;184;19;3;30;37;67;14;23;28;0;24;12;22;22;22;22;164
63ZAEM;Zaem;24;131;17;4;0;0;55;0;0;0;0;19;12;12;12;12;12;255
63ZIGMAL;Zigma;22;104;0;0;30;57;68;8;92;27;5;16;14;18;10;18;12;1
63ZIGMAM;Zigma;22;104;0;0;30;57;68;8;92;27;5;16;14;18;10;20;12;1
63ZILVAR;Zilvar T'orgh;18;55;7;2;30;37;70;12;23;28;0;12;14;9;14;18;13;183
64DEDMGE;Dead Thayvian Mage;20;1;20;1;0;31;46;1;0;0;1;3;3;3;3;3;3;0
64GNLAPR;Apprentice;10;24;3;1;30;37;67;22;23;28;0;9;9;9;15;9;9;110
64GOBAPR;Apprentice;10;24;3;1;30;37;67;12;23;28;0;9;9;9;15;9;9;155
64IGOLEM;Iron Golem;30;80;17;3;30;37;57;12;23;28;0;30;9;20;3;11;3;156
64ORRICH;Orrick the Grey;30;95;15;3;30;37;63;12;23;28;5;15;15;12;22;15;12;1
64ORRICK;Orrick the Grey;30;95;15;3;30;37;63;12;23;28;5;15;15;12;22;15;12;1
64WEENA;Weenagoo;16;42;3;1;30;37;57;12;23;28;0;9;9;9;15;9;9;155
65BHDR;Half-Dragon;16;94;10;2;100;66;70;52;23;94;0;18;14;18;12;10;9;187
65BHDR2;Half-Dragon;20;94;7;2;100;66;80;52;23;94;0;18;14;18;8;10;9;187
65BRUTA1;Tyrannar Brutai Mar;14;192;14;2;19;47;47;29;19;33;29;18;16;16;10;18;15;183
65BRUTAI;Tyrannar Brutai Mar;16;192;0;0;19;47;47;29;19;33;29;18;16;16;10;18;15;183
65COREL;Corellon Statue;30;1100;20;1;0;0;31;0;0;0;0;3;3;30;3;3;3;255
65CORN;Cornugon;22;82;10;3;30;37;57;12;23;28;0;21;12;17;14;14;14;164
65DRDEL;Elven Dread Warrior;18;96;12;3;0;66;29;18;66;66;17;16;20;16;8;8;3;2
65DRDEL2;Elven Dread Warrior;18;96;12;3;0;66;29;18;66;66;17;16;20;16;8;8;3;2
65FLRART;the glowing eyes of Iyachtu Xvim;14;70;8;2;19;31;31;70;19;31;70;15;14;30;8;16;12;255
65GARUK;Ruinlord Garuk Katah;18;126;14;2;19;47;47;29;19;33;29;15;14;16;14;18;10;160
65GLAB;Glabrezu;23;85;8;4;30;37;57;12;23;28;0;25;10;19;16;16;16;164
65GNLLIB;Daku;10;24;0;0;30;37;67;22;23;28;0;9;9;9;15;9;9;110
65GOBWLP;Goblin Whelp;16;66;10;2;30;37;70;12;23;28;0;16;12;12;12;13;9;155
65HAORC;Half-Orc;14;80;14;3;100;66;66;18;23;94;4;20;14;16;8;10;9;160
65HAORC2;Half-Orc;14;110;14;3;100;66;66;15;23;94;18;20;14;16;8;10;9;160
65HTMST;Hatemaster;15;70;8;2;19;31;31;70;19;31;70;15;14;16;8;16;12;183
65HTMST2;Hatemaster;15;70;11;2;19;31;31;70;19;31;70;15;14;16;8;16;12;183
65HTMST3;Hatemaster;15;70;11;2;19;31;31;70;19;31;70;15;14;16;8;16;12;183
65HTMST4;Hatemaster;15;70;11;2;19;31;31;70;19;31;70;15;14;16;8;16;12;183
65HTMST5;Hatemaster;15;70;11;2;19;31;31;70;19;31;70;15;14;16;8;16;12;183
65HTMST6;Hatemaster;15;70;11;2;19;31;31;70;19;31;70;15;14;16;8;16;12;183
65HTMST7;Hatemaster;15;70;11;2;19;31;31;70;19;31;70;15;14;16;8;16;12;183
65ILLMAT;Ilmater Statue;30;1100;20;1;0;0;31;0;0;0;0;3;3;30;3;3;3;255
65IYTXM;Iyachtu Xvim;27;320;0;0;47;66;47;112;29;47;19;24;24;22;16;16;18;164
65IYTXMS;Iyachtu Xvim Statue;30;1384;18;2;30;37;47;12;23;28;0;22;20;30;19;17;17;255
65LEMURE;Lemure;13;35;5;2;30;37;57;12;23;28;0;10;10;10;3;11;5;255
65MNK;Xvimian Monk;16;80;12;2;102;47;29;30;47;102;102;16;18;14;9;9;12;3
65MNK1;Xvimian Monk;16;100;14;3;102;47;29;20;29;102;102;16;14;18;9;16;12;155
65NEOORC;Neo-Orog Priest;14;144;15;3;31;56;58;11;23;29;5;16;15;16;10;18;9;160
65NEOORE;Neo-Orog Priest;14;144;15;3;31;56;58;11;23;29;5;18;15;16;10;18;9;160
65ORGSH2;Neo-Orog Priest;14;180;14;3;31;56;58;11;23;29;5;18;15;16;10;18;9;160
65OROGSH;Neo-Orog Priest;14;180;14;3;31;56;58;11;23;29;5;18;15;16;10;18;9;160
65ORRUIN;Ruinlord;14;144;14;2;31;56;58;11;23;29;5;20;15;16;10;18;9;160
65RHDR;Red Half Dragon;16;165;11;2;100;66;67;52;23;94;0;20;16;18;8;14;12;187
65RUCOL;Ruinlord Mayzom Col;16;126;15;3;19;47;47;29;19;33;29;17;14;16;8;18;15;183
65RUCOL2;Ruinlord;15;126;15;3;19;47;47;29;19;33;29;17;14;16;8;18;15;183
65RUCOL3;Ruinlord;17;126;15;3;19;47;47;15;19;33;20;16;12;18;8;18;12;155
65RUCOL4;Ruinlord;17;116;15;3;19;47;47;20;19;33;7;18;12;18;8;16;12;160
65RUCOL5;Ruinlord;17;106;11;0;19;47;47;29;19;33;29;15;20;14;12;18;16;183
65RUCOL6;Ruinlord;17;126;15;3;19;47;47;29;19;33;29;17;14;16;8;18;15;183
65RUCOL7;Ruinlord;17;126;15;3;19;47;47;29;19;33;29;17;14;16;8;18;15;183
65SARSKL;Armored Skeleton;17;40;6;2;30;37;57;14;23;28;0;16;15;16;9;9;9;115
65SBWHT;Barrow Wight;24;96;12;2;30;37;103;12;23;28;0;17;18;18;9;9;9;167
65SILVA;Silvanas Statue;30;1100;20;1;0;0;31;0;0;0;0;3;3;30;3;3;3;255
65SKXVM;Slayer Knight of Xvim;15;126;14;2;47;66;47;112;29;47;19;20;16;18;10;18;18;164
65SKXVM2;Slayer Knight of Xvim;15;126;14;2;47;66;47;112;29;47;19;20;16;18;10;18;18;164
65SUNE;Sune Statue;30;1100;20;1;0;0;31;0;0;0;0;3;3;30;3;3;3;255
65WELP;Young Barghest Whelp;16;90;10;2;30;37;51;12;23;28;0;20;15;14;14;14;14;164
65WLMR;Wight Lemure;15;42;12;2;30;37;57;12;23;28;0;15;18;15;4;6;9;167
65WORSH;Ryscia Nightstep;10;42;3;0;0;94;61;107;21;66;5;14;20;15;8;8;3;183
65WORSH2;Grossey Foulair;10;42;3;0;0;19;59;107;21;66;82;14;17;15;8;8;3;183
65WORSH3;Skinny Rottentooth;10;25;0;0;0;94;47;107;21;66;5;14;17;15;8;8;3;3
65WORSH4;Jezabel Quice;10;42;3;0;0;19;70;107;21;66;110;12;20;15;8;18;3;183
65YQUOG;Yquog;20;200;0;0;30;37;104;12;23;28;0;22;15;16;18;14;18;164
66BISBE;Bisbe;20;190;20;5;0;47;59;7;0;0;55;16;16;18;13;18;10;155
66BUGB;Bugbear;18;96;12;2;30;37;39;12;23;28;0;22;15;15;7;7;7;180
66BUGBC;Bugbear Captain;17;128;16;3;30;37;38;12;23;28;0;21;15;18;7;7;7;180
66CHIM;Chimera;16;110;18;4;30;37;67;12;23;28;0;19;18;16;4;13;10;186
66CHIM1;Chimera;16;110;18;4;30;37;67;12;23;28;0;19;18;16;4;13;10;186
66CHUQ;Ubchug Babblemug;20;110;8;3;100;66;66;7;44;66;46;18;12;16;10;4;6;160
66DGAERN;Gaernat Sharptooth;17;71;12;2;30;37;20;12;23;28;0;14;20;14;10;10;10;167
66DGUTH;Guthma;18;84;10;3;30;37;112;12;23;28;0;24;13;16;11;11;7;167
66DHARSH;The Beastlord Harshom;16;60;18;3;25;25;63;12;95;99;110;22;18;16;18;9;16;167
66DSAABL;Saablic Tan;16;120;15;2;33;62;47;9;96;28;6;10;15;10;24;16;9;167
66DSHERI;Sherincal;18;64;12;3;30;37;69;12;23;28;0;26;18;13;11;11;18;167
66ELTOB;Eltob;16;90;0;0;29;47;66;20;29;23;7;15;18;16;11;15;10;155
66EORO;Elite Neo Orog;18;80;12;2;33;66;68;19;23;33;0;18;14;16;12;12;9;160
66EORO1;Elite Neo Orog;18;80;12;2;33;66;68;19;23;33;0;18;14;16;12;12;9;160
66EORO2;Elite Neo Orog;18;80;12;2;33;66;68;19;23;33;0;18;14;16;12;12;9;160
66HAGOB;Half-Goblin;15;190;0;0;29;47;66;20;0;21;7;16;16;18;12;12;10;155
66HAGOB1;Half-Goblin;14;190;0;0;29;47;66;20;0;21;15;15;16;18;12;12;10;155
66HAGOB2;Half-Goblin;14;160;0;0;29;47;66;20;0;21;19;16;16;16;12;12;10;155
66HAGOB3;Half-Goblin;13;120;0;0;29;47;66;20;0;21;18;16;16;18;12;12;10;155
66HAORC;Half-Orc;14;80;14;3;100;66;66;7;23;94;0;20;14;16;8;10;9;160
66HAORC1;Half-Orc;14;80;12;2;100;66;66;18;23;94;4;18;14;16;8;10;9;160
66HAORC2;Half-Orc;14;110;14;3;100;66;66;15;23;94;18;20;14;16;8;10;9;160
66HAORC3;Half-Orc;14;70;14;3;100;66;66;20;23;94;15;20;14;16;8;10;9;160
66HAYUA;Yuan-Ti Halfbreed;18;80;12;2;30;37;67;15;23;28;0;14;16;16;10;12;9;168
66HAYUA1;Yuan-Ti Halfbreed;18;80;12;2;30;37;67;15;23;28;0;14;16;16;10;12;9;168
66HAYUA2;Yuan-Ti Halfbreed;18;80;12;2;30;37;67;15;23;28;0;14;16;16;10;12;9;168
66HAYUA3;Yuan-Ti Halfbreed;18;80;12;2;30;37;67;15;23;28;0;14;16;16;10;12;9;168
66MNK;Xvimian Monk;16;80;12;2;102;47;29;30;47;102;102;16;18;14;9;9;12;3
66MNK1;Xvimian Monk;16;100;14;3;102;47;29;18;47;102;102;16;18;14;9;9;12;183
66MNK2;Xvimian Monk;16;80;12;2;102;47;29;17;47;102;102;16;18;14;9;9;12;3
66MNK3;Xvimian Monk;16;110;14;2;102;47;29;7;47;102;18;18;18;16;9;17;12;155
66MNK4;Xvimian Monk;18;80;16;3;102;47;29;70;19;102;17;16;21;14;9;16;12;164
66MORVYN;Morvyn;18;126;0;0;102;47;19;30;35;102;102;16;22;14;12;22;12;183
66OROC;Sprawg;16;160;16;2;33;66;67;19;23;33;0;22;14;18;12;12;9;160
66OROGR7;Red Neo Orog;16;65;10;2;33;66;25;19;23;33;0;17;14;16;12;12;9;160
66PUDU;Captain Pudu;18;190;22;5;29;47;66;20;0;21;7;20;18;20;15;12;10;155
66RHDR;Red Half Dragon;17;165;12;3;100;66;67;52;23;94;0;20;16;18;8;14;12;187
66RNEOOR;Neo-Orog Priest;20;144;15;3;31;56;58;11;23;29;5;16;15;16;10;18;9;160
66RSKXVM;Slayer Knight of Xvim;15;126;15;2;47;66;47;112;29;47;19;20;16;18;10;18;15;164
66STUB;Stubnok;14;80;12;2;33;66;70;19;23;33;0;18;14;16;12;12;9;160
66STUBH;Stubnok;18;112;16;2;33;66;70;19;23;33;0;24;14;16;12;12;9;160
66VYXEIN;Vyxein;18;165;16;3;100;66;67;52;23;94;0;20;16;18;8;14;12;187
673NORC;Neo-Orog Priest;14;144;0;0;31;56;58;11;23;29;5;20;15;16;10;18;9;160
673RHDR;Red Half Dragon;17;165;12;2;100;66;67;52;23;94;0;20;16;18;8;14;12;187
673SKXVM;Slayer Knight of Xvim;15;126;15;2;47;66;47;112;29;47;19;20;16;18;10;18;15;164
67ABGD;Apocalyptic Boneguard;22;136;15;5;30;37;68;12;23;28;0;28;18;18;9;9;9;167
67BHDR;Half-Dragon;16;94;12;2;100;66;70;52;23;94;0;18;14;18;8;10;9;187
67BHDR2;Half-Dragon;16;94;12;2;100;66;70;52;23;94;0;18;14;18;8;10;9;187
67BHDR3;Half-Dragon;16;94;12;2;100;66;70;52;23;94;0;18;14;18;8;10;9;187
67BHDR4;Half-Dragon;16;94;12;2;100;66;70;52;23;94;0;18;14;18;8;10;9;187
67BUVAI;Buvai de'Naly;14;108;10;2;33;62;47;21;58;28;5;9;16;10;22;15;9;183
67CARL;Carl;5;5;0;1;12;12;12;12;29;12;0;9;9;9;9;9;9;1
67CHIM;Chimera;16;110;18;4;30;37;67;12;23;28;0;18;13;17;4;13;10;186
67CHIM2;Chimera;16;110;18;4;30;37;67;12;23;28;0;18;13;17;4;13;10;186
67DEKNT;Demon Knight;20;110;14;3;30;47;47;18;0;29;112;18;19;10;20;15;8;167
67DEKNT2;Demon Knight;20;110;14;3;30;47;47;18;0;29;112;18;19;10;20;15;8;167
67DEKNT3;Demon Knight;20;110;14;3;30;47;47;18;0;29;112;18;19;10;20;15;8;167
67EHAGOB;Elite Half Goblin;14;190;15;3;29;47;66;20;0;21;7;16;16;18;12;12;10;155
67ENEOO;Elite Neo Orog;18;105;14;2;33;66;25;19;23;33;0;18;14;17;12;12;9;160
67ENEOO2;Elite Neo Orog;18;105;14;2;33;66;25;19;23;33;0;18;14;17;12;12;9;160
67ENEOO3;Elite Neo Orog;18;105;14;2;33;66;25;19;23;33;0;18;14;17;12;12;9;160
67ENEOON;Red Neo Orog;18;110;14;2;33;66;26;19;23;33;0;18;14;17;12;12;9;160
67FEYR;Feyr;18;48;6;2;30;37;59;15;23;28;0;14;16;12;12;10;3;255
67GFYR;Greater Feyr;22;128;15;4;30;37;101;15;23;28;0;16;19;15;14;18;3;255
67GRBGD;Greater Boneguard;20;72;10;4;30;37;105;14;23;28;0;22;17;18;9;9;9;167
67GRBGD2;Greater Boneguard;20;72;10;4;30;37;105;14;23;28;0;22;17;18;9;9;9;167
67HADR;Half-Dragon;16;144;10;2;100;66;70;52;23;94;0;18;14;18;8;10;9;187
67HAGOBE;Elite Half Goblin;14;190;15;3;29;47;66;20;0;21;7;16;16;18;12;12;10;155
67HAORC;Half-Orc;14;80;10;2;100;66;66;7;23;94;0;20;14;16;8;10;9;160
67HAORC2;Half-Orc;14;80;12;2;100;66;66;7;23;94;0;20;14;16;8;10;9;160
67HARC;Harcourt Rustblade;20;240;20;4;101;12;35;15;19;111;37;18;14;16;18;10;16;160
67KRAG;Krag;16;105;18;4;33;66;25;19;23;33;0;18;15;18;12;12;9;160
67LMRS;Lemure Slave;13;32;8;2;30;37;57;12;23;28;0;10;10;10;3;11;5;255
67LMRS2;Lemure Slave;13;32;8;2;30;37;57;12;23;28;0;10;10;10;3;11;5;255
67LMRS3;Lemure Slave;13;32;8;2;30;37;57;12;23;28;0;10;10;10;3;11;5;255
67LMRS4;Lemure Slave;13;32;8;2;30;37;57;12;23;28;0;10;10;10;3;11;5;255
67LMRS5;Lemure Slave;13;32;8;2;30;37;57;12;23;28;0;10;10;10;3;11;5;255
67LMRS6;Lemure Slave;13;32;8;2;30;37;57;12;23;28;0;10;10;10;3;11;5;255
67LMRS7;Lemure Slave;13;32;8;2;30;37;57;12;23;28;0;10;10;10;3;11;5;255
67LMRS8;Lemure Slave;13;32;8;2;30;37;57;12;23;28;0;10;10;10;3;11;5;255
67LMRS9;Lemure Slave;13;32;8;2;30;37;57;12;23;28;0;10;10;10;3;11;5;255
67MNKCRG;Crystalline Monk;20;176;16;3;102;47;66;110;110;102;102;20;14;18;10;16;9;156
67MNKSA;Sand Monk;14;144;16;3;99;99;99;99;99;99;99;16;18;14;10;18;10;156
67MNKSH;Shadow Monk;16;144;0;0;66;47;65;75;66;66;66;14;18;14;10;16;12;183
67NALAK;Nalakora;17;165;16;3;100;66;67;52;23;94;0;26;16;18;12;14;12;187
67NEOORC;Neo-Orog Priest;20;144;15;3;31;56;58;11;23;29;5;16;15;16;10;18;9;160
67OBBAK;Obbak;16;65;10;2;33;66;25;19;23;33;0;18;14;16;12;12;9;160
67ORMIS;Ormis Dohor;16;198;0;0;102;47;96;30;47;102;102;16;22;14;12;22;12;183
67ORMISL;Ormis Dohor;18;126;20;5;102;47;101;30;47;102;102;18;20;14;12;18;12;183
67OROC;Orog Commander;16;160;16;3;33;66;67;19;23;33;0;18;14;18;12;12;9;160
67OROGCO;Orog General;18;198;22;4;33;66;20;19;23;33;0;18;16;16;12;12;9;160
67OROGCP;Orog Commander;16;160;14;2;33;66;67;19;23;33;0;18;14;18;12;12;9;160
67OROGSH;Neo-Orog Priest;22;144;18;3;31;56;58;11;23;29;5;16;15;16;10;18;9;160
67PUDDY;Puddy Talltale;5;25;1;0;0;59;55;13;0;0;2;9;12;10;16;12;3;6
67PUSJU;Pustule the Sick;20;260;0;0;112;47;50;32;90;16;36;26;16;18;6;10;4;160
67REDWI2;Red Wizard ;14;64;10;2;33;62;46;8;104;28;21;9;16;10;18;15;9;1
67REDWI3;Red Wizard ;14;64;10;2;33;62;46;8;104;28;21;9;16;10;18;15;9;1
67RHDR;Red Half Dragon;17;165;12;2;100;66;67;52;23;94;0;20;16;18;8;14;12;187
67ROROG;Red Neo Orog;17;65;14;3;33;66;25;19;23;33;0;17;14;16;12;12;9;160
67ROROG2;Red Neo Orog;17;65;14;3;33;66;25;19;23;33;0;17;14;16;12;12;9;160
67ROROG3;Red Neo Orog;17;65;14;3;33;66;25;19;23;33;0;17;14;16;12;12;9;160
67SKXVM;Slayer Knight of Xvim;15;126;15;2;47;66;47;112;29;47;19;20;16;18;10;18;15;164
67SKXVM2;Slayer Knight of Xvim;15;126;15;2;47;66;47;112;29;47;19;20;16;18;10;18;15;164
67SKXVMH;Slayer Knight of Xvim;15;126;15;2;47;66;47;112;29;47;19;20;16;18;10;18;15;164
67SPLMRS;Spectral Lemure Slave;18;62;12;2;30;37;104;12;23;28;0;15;18;15;4;6;9;167
67STUB;Orog Commander;16;180;18;4;33;66;67;19;23;33;0;20;16;18;12;12;9;160
67TORAL;Toral Sorn;10;144;10;0;29;58;58;14;29;29;0;16;16;16;10;18;9;2
67TRMAL;T'rsosl Malign;14;180;20;4;29;59;47;21;0;33;5;17;20;16;15;12;12;183
67WLMRS;Wight Lemure Slave;17;62;14;2;30;37;57;12;23;28;0;15;18;15;4;6;9;164
CHARBASE;;10;10;0;0;30;37;57;12;23;28;0;9;9;9;9;9;9;1
COPSPIR;Temporary COP Spirit;20;1;20;1;0;0;74;0;0;0;0;3;3;3;3;3;3;255
DRUIDAB;Arctic Boar;16;60;20;2;0;0;55;0;0;0;0;15;10;17;10;10;10;103
DRUIDAE;Huge Air Elemental;21;136;19;3;0;0;55;0;0;0;0;18;29;18;6;11;11;152
DRUIDBB;Boring Beetle;17;38;5;1;0;0;55;0;0;0;0;15;10;10;10;10;10;150
DRUIDBP;Black Panther;14;60;11;3;0;0;55;0;0;0;0;18;10;10;11;10;10;103
DRUIDDB;Dire Bear;17;102;18;3;0;0;55;0;0;0;0;30;13;19;3;12;6;103
DRUIDDP;Dire Panther;15;160;8;3;0;0;55;0;0;0;0;24;21;17;3;12;6;255
DRUIDEE;Earth Elemental;18;100;12;1;0;0;55;0;0;0;0;20;10;10;10;10;10;152
DRUIDFE;Fire Elemental;18;85;10;1;0;0;55;0;0;0;0;20;10;10;10;10;10;152
DRUIDPB;Polar Bear;15;70;5;3;0;0;55;0;0;0;0;27;13;19;3;12;6;103
DRUIDSM;Shambling Mound;20;60;11;2;0;0;55;0;0;0;0;18;10;10;11;10;10;159
DRUIDWE;Water Elemental;18;118;14;1;0;0;55;0;0;0;0;20;10;10;10;10;10;152
DRUIDWW;Winter Wolf;15;45;5;1;0;0;55;0;0;0;0;13;18;16;10;10;10;117
DYNOKEG;Keg of Blasting;0;40;0;0;30;37;40;12;23;28;0;3;3;3;3;3;3;190
SCHISTAC;Histachii;17;16;7;3;0;0;55;0;0;0;0;17;15;16;5;6;4;168
TESTOCLE;Testocles;10;9000;0;0;30;37;44;12;23;28;0;0;111;110;0;78;101;0
TEST_01;Testocles;10;9000;0;0;30;37;44;12;23;28;0;0;111;110;0;78;101;0
TEST_02;Testocles;10;9000;0;0;30;37;44;12;23;28;0;0;111;110;0;78;101;0
TEST_03;Testocles;10;9000;0;0;30;37;51;12;23;28;0;0;111;110;0;78;101;0
